Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction,predicted_value,value_score,recommended_action,customer_category,customer_id_display
1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.9,2303.35,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,69.79848484848485,74.9,25.08,0,2,1,2396.8,1,0,1,0,1,Low Value New,0.5089377610327496,1,1981.6837,0.26809326, Maintain / Monitor,Stable Customer,78
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,80.6,415.55,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,69.25833333333334,80.6,18.12,1,2,1,403.0,1,0,1,0,1,Low Value New,0.694866836802572,1,196.98515,0.0730534, Retention Campaign (Email / Promotion),At-Risk Low Value,79
0,1,0,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,one year,0,Credit card (automatic),80.3,3058.65,1,False,True,False,True,False,False,False,True,False,False,2-4 years,1,78.42692307692307,80.3,27.96,0,1,0,3051.4,1,0,1,0,1,Low Value New,0.178432820141126,0,4095.9976,0.49915493, Maintain / Monitor,Stable Customer,80
1,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,93.15,2231.05,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,89.242,93.15,26.33,0,2,1,2235.6000000000004,1,0,1,0,1,Low Value New,0.6690545575443752,1,2370.1719,0.31054896, Retention Campaign (Email / Promotion),At-Risk Low Value,81
1,0,0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,one year,0,Bank transfer (automatic),82.45,4350.1,1,False,True,False,True,False,False,True,False,False,False,4-6 years,1,79.09272727272727,82.45,33.19,0,1,0,4452.3,1,0,1,0,0,High Value Loyal,0.1207678774974885,0,3548.2708,0.43929687, Maintain / Monitor,Stable Customer,82
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.35,139.05,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,46.35,70.35,15.17,1,2,1,140.7,1,0,1,0,1,Low Value New,0.7546209203141516,1,144.27483,0.06729297, Retention Campaign (Email / Promotion),At-Risk Low Value,83
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,73.85,511.25,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,63.90625,73.85,17.37,1,2,1,516.9499999999999,1,0,1,0,1,Low Value New,0.63506434227305,1,474.91122,0.103426404, Retention Campaign (Email / Promotion),At-Risk Low Value,84
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,0,Mailed check,80.6,155.8,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,51.93333333333334,80.6,17.220000000000002,1,2,0,161.2,1,0,1,0,1,Low Value New,0.6944379796249607,1,486.11807,0.10465114, Retention Campaign (Email / Promotion),At-Risk Low Value,85
0,1,0,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,one year,1,Bank transfer (automatic),75.8,5293.95,1,False,True,False,True,False,False,True,False,False,False,4-6 years,1,76.72391304347826,75.8,36.06,0,1,0,5154.4,1,0,1,0,0,High Value Loyal,0.1159061760102953,0,4135.4546,0.50346696, Maintain / Monitor,Stable Customer,86
0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,two year,1,Electronic check,104.6,4759.85,1,False,False,True,False,True,False,False,False,True,False,2-4 years,1,108.1784090909091,104.6,34.32,0,0,1,4497.8,1,0,1,0,0,High Value Loyal,0.1989502247526649,0,6387.696,0.74960196, Upsell / Premium Offer,Loyal High Value,87
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,103.4,6603.0,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,103.171875,103.4,40.08,0,2,1,6514.200000000001,1,0,1,0,0,High Value Loyal,0.547668308503851,1,4279.1177,0.5191671, Maintain / Monitor,Stable Customer,88
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,90.4,168.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,56.06666666666666,90.4,19.180000000000003,1,2,1,180.8,1,0,1,0,1,Low Value New,0.875617054633944,1,288.59543,0.08306498, Retention Campaign (Email / Promotion),At-Risk Low Value,89
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Bank transfer (automatic),84.8,371.9,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,74.38,84.8,18.66,1,2,0,339.2,1,0,1,0,1,Low Value New,0.7088135485150241,1,425.77817,0.09805692, Retention Campaign (Email / Promotion),At-Risk Low Value,90
1,0,0,0,No,DSL,Yes,No,No,No,Yes,No,month-to-month,1,Electronic check,41.9,840.1,1,True,False,False,True,False,False,False,False,True,False,1-2 years,0,38.18636363636364,41.9,14.68,0,2,1,879.9,1,0,1,0,3,Premium Customers,0.5140821798388019,1,1741.2822,0.24182108, Maintain / Monitor,Stable Customer,91
0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Bank transfer (automatic),80.25,846.0,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,76.9090909090909,80.25,19.55,1,2,0,802.5,1,0,1,0,1,Low Value New,0.5267360042007492,1,630.42786,0.12042195, Maintain / Monitor,Stable Customer,92
1,1,0,0,No,DSL,Yes,No,No,No,No,No,month-to-month,0,Credit card (automatic),30.75,805.1,1,True,False,False,True,False,False,False,True,False,False,2-4 years,0,28.75357142857143,30.75,14.25,0,2,0,830.25,1,0,1,0,3,Premium Customers,0.2919365958645046,0,1154.2758,0.17767039, Maintain / Monitor,Stable Customer,93
0,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,0,Bank transfer (automatic),96.5,492.55,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,82.09166666666667,96.5,21.3,1,2,0,482.5,1,0,1,0,1,Low Value New,0.6593033630310956,1,317.81387,0.0862581, Retention Campaign (Email / Promotion),At-Risk Low Value,94
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,85.65,181.5,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,60.5,85.65,18.230000000000004,1,2,1,171.3,1,0,1,0,1,Low Value New,0.8184084509257384,1,298.61786,0.084160276, Retention Campaign (Email / Promotion),At-Risk Low Value,95
0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),104.95,2566.5,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,98.71153846153848,104.95,28.99,0,2,0,2623.75,1,0,1,0,0,High Value Loyal,0.6770295680358515,1,4028.2546,0.4917517, Retention Campaign (Email / Promotion),At-Risk Low Value,96
0,0,0,1,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Mailed check,50.65,50.65,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,25.325,50.65,10.93,1,2,0,50.65,1,0,1,0,2,At Risk Customers,0.4930856143601103,1,129.98024,0.0657308, Maintain / Monitor,Stable Customer,97
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,1,Credit card (automatic),90.85,90.85,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,45.425,90.85,18.97,1,2,0,90.85,1,0,1,0,1,Low Value New,0.8867999587434758,1,7.8250494,0.052381136, Retention Campaign (Email / Promotion),At-Risk Low Value,98
1,1,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.95,214.75,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,17.895833333333332,19.95,7.79,1,2,0,219.45,0,0,1,0,2,At Risk Customers,0.1886101488939655,0,99.62667,0.06241363, Maintain / Monitor,Stable Customer,99
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,month-to-month,1,Electronic check,85.45,4874.7,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,87.04821428571428,85.45,34.09,0,2,1,4699.75,1,0,1,0,0,High Value Loyal,0.4245850244690106,1,2510.2634,0.3258588, Maintain / Monitor,Stable Customer,100
0,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Credit card (automatic),73.95,2524.45,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,72.12714285714286,73.95,25.49,0,2,0,2514.3,1,0,1,0,1,Low Value New,0.3098286821201198,0,2033.3984,0.27374485, Maintain / Monitor,Stable Customer,101
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),99.45,7007.6,1,True,False,False,False,True,False,False,True,False,False,4-6 years,1,100.10857142857144,99.45,41.09,0,2,0,6862.05,1,0,1,0,0,High Value Loyal,0.4013082350489765,1,4798.4087,0.57591754, Maintain / Monitor,Stable Customer,102
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.9,19.9,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,9.95,19.9,4.78,1,2,0,19.9,0,0,1,0,2,At Risk Customers,0.3004451841733585,0,67.85143,0.058941085, Maintain / Monitor,Stable Customer,103
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.6,19.6,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,9.8,19.6,4.720000000000001,1,2,0,19.6,0,0,1,0,2,At Risk Customers,0.2977446562535556,0,29.598589,0.054760646, Maintain / Monitor,Stable Customer,104
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,81.35,233.7,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,58.425,81.35,17.669999999999998,1,2,1,244.05,1,0,1,0,1,Low Value New,0.7926609628330077,1,212.33768,0.07473119, Retention Campaign (Email / Promotion),At-Risk Low Value,105
0,1,0,1,No,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,0,Electronic check,83.3,1845.9,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,80.25652173913043,83.3,23.76,0,2,1,1832.6,1,0,1,0,1,Low Value New,0.5057370047054536,1,2101.1633,0.2811505, Maintain / Monitor,Stable Customer,106
1,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Bank transfer (automatic),75.3,75.3,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,37.65,75.3,15.86,1,2,0,75.3,1,0,1,0,1,Low Value New,0.8079638556727243,1,192.3941,0.07255167, Retention Campaign (Email / Promotion),At-Risk Low Value,107
0,1,0,1,No,No,No,No,No,No,No,No,month-to-month,1,Mailed check,19.4,1182.55,1,True,False,False,False,False,True,False,False,False,True,4-6 years,1,19.073387096774194,19.4,22.68,0,2,0,1183.4,0,0,1,0,2,At Risk Customers,0.0503545490974793,0,713.5094,0.12950148, Maintain / Monitor,Stable Customer,108
0,0,0,1,No,DSL,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),45.4,518.9,1,True,False,False,True,False,False,True,False,False,False,0-1 year,1,39.91538461538461,45.4,13.18,1,2,0,544.8,1,0,1,0,2,At Risk Customers,0.3091707783269355,0,152.45412,0.06818685, Maintain / Monitor,Stable Customer,109
0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,105.9,6396.45,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,104.85983606557376,105.9,39.68000000000001,0,2,1,6354.0,1,0,1,0,0,High Value Loyal,0.5153985149764556,1,5071.71,0.60578513, Maintain / Monitor,Stable Customer,110
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Mailed check,69.55,69.55,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,34.775,69.55,14.71,1,2,0,69.55,1,0,1,0,1,Low Value New,0.6865212275582044,1,265.17615,0.08050561, Retention Campaign (Email / Promotion),At-Risk Low Value,111
0,1,0,1,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,81.05,2227.1,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,76.79655172413793,81.05,25.11,0,2,1,2269.4,1,0,1,0,1,Low Value New,0.5580877681147943,1,2534.3647,0.3284927, Maintain / Monitor,Stable Customer,112
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,0,Electronic check,101.15,385.9,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,77.17999999999999,101.15,21.930000000000003,1,2,1,404.6,1,0,1,0,1,Low Value New,0.8517601554371771,1,955.5483,0.15595257, Retention Campaign (Email / Promotion),At-Risk Low Value,113
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,99.8,673.25,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,84.15625,99.8,22.56,1,2,1,698.6,1,0,1,0,1,Low Value New,0.807316490659605,1,404.5417,0.09573611, Retention Campaign (Email / Promotion),At-Risk Low Value,114
0,1,0,1,No,DSL,No,No,No,No,No,Yes,month-to-month,0,Electronic check,55.95,734.35,1,True,False,False,True,False,False,False,False,True,False,1-2 years,1,52.45357142857143,55.95,15.590000000000002,0,2,1,727.35,1,0,1,0,1,Low Value New,0.3720029387278466,1,1345.9855,0.19862129, Maintain / Monitor,Stable Customer,115
0,0,0,1,No,DSL,No,No,No,No,No,Yes,month-to-month,1,Electronic check,55.0,55.0,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,27.5,55.0,11.8,1,2,1,55.0,1,0,1,0,2,At Risk Customers,0.6985896288921535,1,274.70395,0.08154686, Retention Campaign (Email / Promotion),At-Risk Low Value,116
0,1,0,1,No,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,74.7,74.7,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.35,74.7,15.740000000000002,1,2,1,74.7,1,0,1,0,1,Low Value New,0.8784312168597217,1,278.16156,0.08192472, Retention Campaign (Email / Promotion),At-Risk Low Value,117
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Electronic check,80.25,1861.5,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,74.46,80.25,23.75,0,2,1,1926.0,1,0,1,0,1,Low Value New,0.5132397850897776,1,2029.7013,0.27334082, Maintain / Monitor,Stable Customer,118
0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,96.1,453.4,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,75.56666666666666,96.1,21.22,1,2,1,480.5,1,0,1,0,1,Low Value New,0.8244050227119946,1,638.7715,0.12133378, Retention Campaign (Email / Promotion),At-Risk Low Value,119
0,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),69.0,994.8,1,True,False,False,False,True,False,True,False,False,False,1-2 years,1,62.175,69.0,18.8,0,2,0,1035.0,1,0,1,0,1,Low Value New,0.3288586709188369,0,1780.9788,0.2461593, Maintain / Monitor,Stable Customer,120
0,1,0,0,No,DSL,Yes,No,Yes,No,No,Yes,month-to-month,1,Bank transfer (automatic),45.3,2145.0,1,True,False,False,True,False,False,True,False,False,False,2-4 years,0,43.775510204081634,45.3,23.46,0,2,0,2174.4,1,0,1,0,3,Premium Customers,0.3280600887974606,0,1564.4796,0.22249931, Maintain / Monitor,Stable Customer,121
0,1,0,1,No,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,1,Electronic check,83.55,680.05,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,75.5611111111111,83.55,19.61,1,2,1,668.4,1,0,1,0,1,Low Value New,0.7330548942001333,1,225.69513,0.076190956, Retention Campaign (Email / Promotion),At-Risk Low Value,122
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.35,74.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,37.175,74.35,15.67,1,2,1,74.35,1,0,1,0,1,Low Value New,0.8417728531798903,1,238.64336,0.07760599, Retention Campaign (Email / Promotion),At-Risk Low Value,123
0,1,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Electronic check,74.4,139.4,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,46.46666666666667,74.4,15.980000000000002,1,2,1,148.8,1,0,1,0,1,Low Value New,0.833485137351409,1,227.26907,0.07636296, Retention Campaign (Email / Promotion),At-Risk Low Value,124
0,0,0,0,No,DSL,No,Yes,Yes,No,No,Yes,one year,1,Bank transfer (automatic),43.75,903.6,1,False,True,False,True,False,False,True,False,False,False,1-2 years,0,39.28695652173913,43.75,15.35,0,1,0,962.5,1,0,1,0,3,Premium Customers,0.2625437011430228,0,1981.3567,0.2680575, Maintain / Monitor,Stable Customer,125
1,0,0,0,No,DSL,No,Yes,No,No,No,No,month-to-month,0,Electronic check,28.45,131.05,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,21.84166666666667,28.45,7.19,1,2,1,142.25,1,0,1,0,3,Premium Customers,0.5138866134081798,1,132.52695,0.06600912, Maintain / Monitor,Stable Customer,126
0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,month-to-month,1,Bank transfer (automatic),99.7,1238.45,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,95.26538461538462,99.7,24.04,1,2,0,1196.4,1,0,1,0,1,Low Value New,0.65230308228535,1,853.8322,0.14483659, Retention Campaign (Email / Promotion),At-Risk Low Value,127
1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,month-to-month,1,Electronic check,94.1,1782.4,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,84.87619047619049,94.1,25.32,0,2,1,1882.0,1,0,1,0,1,Low Value New,0.6665074489406576,1,2497.337,0.3244461, Retention Campaign (Email / Promotion),At-Risk Low Value,128
0,1,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,94.2,167.5,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,55.833333333333336,94.2,19.94,1,2,1,188.4,1,0,1,0,1,Low Value New,0.9228692292468292,1,781.2649,0.1369061, Retention Campaign (Email / Promotion),At-Risk Low Value,129
0,1,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,month-to-month,1,Electronic check,80.5,502.85,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,71.83571428571429,80.5,18.4,1,2,1,483.0,1,0,1,0,1,Low Value New,0.730286470093145,1,313.85938,0.085825935, Retention Campaign (Email / Promotion),At-Risk Low Value,130
1,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,74.35,334.8,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,55.8,74.35,16.869999999999997,1,2,1,371.75,1,0,1,0,1,Low Value New,0.7776278684590061,1,361.6458,0.091048256, Retention Campaign (Email / Promotion),At-Risk Low Value,131
0,0,0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,0,Bank transfer (automatic),104.8,4131.95,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,100.77926829268291,104.8,33.46,0,2,0,4192.0,1,0,1,0,0,High Value Loyal,0.4406396814122804,1,5481.9995,0.6506234, Maintain / Monitor,Stable Customer,132
1,1,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),75.2,1929.35,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,68.90535714285714,75.2,23.64,0,2,0,2030.4,1,0,1,0,1,Low Value New,0.4680511488435781,1,1765.5842,0.24447691, Maintain / Monitor,Stable Customer,133
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,0,Bank transfer (automatic),75.6,1758.6,1,True,False,False,False,True,False,True,False,False,False,1-2 years,1,73.27499999999999,75.6,22.52,0,2,0,1738.8,1,0,1,0,1,Low Value New,0.2980000318530859,0,2166.6023,0.28830197, Maintain / Monitor,Stable Customer,134
0,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,100.05,3480.0,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.42857142857144,100.05,30.71,0,2,1,3401.7,1,0,1,0,0,High Value Loyal,0.640847986150079,1,3979.7014,0.48644558, Retention Campaign (Email / Promotion),At-Risk Low Value,135
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,85.0,85.0,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,42.5,85.0,17.8,1,2,1,85.0,1,0,1,0,1,Low Value New,0.8936699792580599,1,344.261,0.08914836, Retention Campaign (Email / Promotion),At-Risk Low Value,136
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),86.05,834.1,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,75.82727272727273,86.05,20.71,1,2,0,860.5,1,0,1,0,1,Low Value New,0.6224383672172267,1,388.1749,0.09394747, Retention Campaign (Email / Promotion),At-Risk Low Value,137
0,0,0,0,No,DSL,Yes,No,No,Yes,Yes,No,month-to-month,1,Credit card (automatic),45.55,597.0,1,True,False,False,True,False,False,False,True,False,False,1-2 years,0,42.642857142857146,45.55,13.01,0,2,0,592.15,1,0,1,0,3,Premium Customers,0.4952078555902429,1,1542.3713,0.22008322, Maintain / Monitor,Stable Customer,138
0,1,0,1,No,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,1,Mailed check,86.3,3266.0,1,True,False,False,False,True,False,False,False,False,True,2-4 years,1,81.65,86.3,29.46,0,2,0,3365.7,1,0,1,0,1,Low Value New,0.465524210166011,1,2862.3672,0.36433828, Maintain / Monitor,Stable Customer,139
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,No,month-to-month,1,Bank transfer (automatic),80.35,2596.15,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,78.67121212121212,80.35,26.17,0,2,0,2571.2,1,0,1,0,1,Low Value New,0.3620092076913617,1,2639.7385,0.3400084, Maintain / Monitor,Stable Customer,140
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,100.25,3527.6,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,97.98888888888888,100.25,31.05,0,2,1,3508.75,1,0,1,0,0,High Value Loyal,0.5815452879597431,1,2975.938,0.37674978, Maintain / Monitor,Stable Customer,141
